id,name,merchant_name,category_id,category_text,is_income
0e19ba61-1a26-471c-80ad-267795e671b6,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
a9d8f548-0da2-467d-8e49-2baa565f261b,Shopping,Amazon,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
50b5d5f1-7cc5-4492-b722-237b9e0f83b9,Food,Chick-fil-A,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
5638321c-9fd4-4336-a6f1-1f73b3b16cde,Food,Starbucks,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
b319e81d-6f21-46b4-ae82-2c376675e180,Misc,N/A,99,UNKNOWN,f
32383315-bdf1-4c48-b459-df802a9098e1,Zelle Transfer Out,Zelle Incoming,51,TRANSFER_IN_DEPOSIT,f
5bc17580-782f-4e4c-a05b-b3d9212a1d9a,Shopping,Best Buy,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
2f602d1b-37cc-412c-a8a0-6c010e5b64fd,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
2b21b4a5-00c3-4926-a028-9f44313a27b6,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
96dc9d97-4e74-4eb5-8976-af469339ac6c,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
f3d8e459-661f-48e2-a7f0-edde20e0bca2,Groceries,Safeway,52,FOOD_AND_DRINK_GROCERIES,f
6ee17f00-d42d-4b8e-b33b-331ff6f9fee0,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
02efb188-a348-4955-9ad0-919c4628cd5d,Groceries,Ralphs,52,FOOD_AND_DRINK_GROCERIES,f
93362d17-1c72-4f52-8d64-cfc8d17b4552,Gas,Arco,57,TRANSPORTATION_GAS,f
5be93a7b-6009-4c4e-b47b-591f4748d2bb,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
090d1cb0-aa0c-48f2-88e3-f958e7d14898,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
a0ffeffd-7e47-4890-b8d7-0cc3e08b9ff0,Food,Starbucks,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
030d8049-a69a-42c5-b8c3-1ba43d2f507b,Gas,Shell,57,TRANSPORTATION_GAS,f
9ced0100-b9b5-40dd-a1d3-d32d4f52ea04,Shopping,Costco,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
b3f792ce-68c5-44f7-b995-166605c751cd,Groceries,Safeway,52,FOOD_AND_DRINK_GROCERIES,f
98fc4506-e302-4b40-bc20-e53dc4cb462a,Gas,76,57,TRANSPORTATION_GAS,f
b3ba38cf-40dc-4dcf-a2aa-0eb534702e63,Misc,N/A,98,OTHERS,f
5b85e513-5e26-49fc-8bca-bafc07bccfbc,Misc,N/A,98,OTHERS,f
06ce7d3f-720e-4b94-9010-e6d31a420f34,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
bb728a47-f2e4-4e33-83c0-dfaecc4b2d28,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
bc4632f4-fa5f-434b-81ac-53dd0c7a5754,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
0ac3f678-03e8-4352-9869-3ad31761406b,Movies & Leisure,AMC,36,ENTERTAINMENT_TV_AND_MOVIES,f
c0bfcb8a-9253-4c33-a054-9314a16eba2e,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
71acf71a-0903-4666-948e-1d0606e4b957,Shopping,Best Buy,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
a6de9a74-a220-4719-9e60-ba42c24123fb,Shopping,Costco,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
031ebbf3-6d1a-4a07-9fa0-e49078d4a5f3,Groceries,Vons,52,FOOD_AND_DRINK_GROCERIES,f
4709e4c9-5f83-46ce-a83e-aed4d51f4640,Groceries,Safeway,52,FOOD_AND_DRINK_GROCERIES,f
04680fa4-78c5-4beb-9b98-7310ceea75ff,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
fdc48a63-428a-44c8-aba4-1a9fa3488ce9,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
0e03e0b9-7d71-451c-98f8-6a2851c0d30d,Gas,Arco,57,TRANSPORTATION_GAS,f
b19bae08-cf02-4e47-a706-ed152e5b59b4,Shopping,Amazon,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
dab90a14-7def-46b9-9904-a5ea4ff3e57f,Groceries,Whole Foods,52,FOOD_AND_DRINK_GROCERIES,f
d5717717-8c23-483a-b4cd-753fd73b8c08,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
6bd0e6f4-be28-4773-ba6f-e11c06e938f0,Groceries,Whole Foods,52,FOOD_AND_DRINK_GROCERIES,f
9e3552e9-ef84-4b12-a933-b61b12934f7c,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
d097456c-8f75-4844-a9e8-80f795f245ec,Shopping,Amazon,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
35c3d367-af8f-4a79-a67f-f9ecfd40ea03,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
a24af985-df7c-424b-b61a-994a856f7c7b,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
9a81bddd-03d7-4024-ad14-e3589db9194d,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
99315708-ea80-48bb-8403-d0c092087b02,Shopping,Best Buy,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
31a598bf-f2ee-4bb4-b510-99eb8214a9a7,Food,Chick-fil-A,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
d9d8c047-da43-4436-81fe-c714aa027f77,Gas,Mobil,57,TRANSPORTATION_GAS,f
162e067d-a6d2-4887-acd9-6b24069ba606,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
578d7fef-8313-4010-9925-90fae770a20f,Shopping,Walmart,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
113750d5-4a5a-46dc-b19b-887c955e80be,Groceries,Vons,52,FOOD_AND_DRINK_GROCERIES,f
98c35e92-9f9c-4539-9cdf-d60610ca89a1,Zelle Transfer Out,Zelle Transfer,51,TRANSFER_IN_DEPOSIT,f
33c0ce1b-fc13-4aaf-b5f1-26b2af134623,Gas,Arco,57,TRANSPORTATION_GAS,f
591e89e3-7a52-4ca3-a427-8e2ac54d610a,Gas,Shell,57,TRANSPORTATION_GAS,f
2d7b88fb-20d9-429f-b148-f6c21f65a06a,Misc,N/A,99,UNKNOWN,f
87429200-b2fc-4a45-8a1a-ed79d44a2c73,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
4ac37fea-94f6-4e3d-b61d-e33de1acded3,Food,Starbucks,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
434f7041-45b5-4f6a-9ed9-db9899aff6df,Food,Chick-fil-A,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
3854fd02-eb9b-40da-9e60-ce4eef4fdf7d,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
04a314c9-becf-4d6a-97ca-f2c9a8252855,Groceries,Trader Joe's,52,FOOD_AND_DRINK_GROCERIES,f
5f4131ad-cd84-4b5d-a162-29cb0a7c9261,Groceries,Ralphs,52,FOOD_AND_DRINK_GROCERIES,f
e5bfaa59-711e-47e0-b043-efb2ebc0408c,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
b595ce5d-06d8-45b7-ae04-2f168f32d23e,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
8e4d2ca1-3296-4fd8-90e5-a142f058b037,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
d934a1cf-064e-463a-ae52-4d4437c7cc15,Shopping,Walmart,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
2f1e076b-6035-4141-9d91-97b631541720,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
f6dd62e0-6961-4d3b-8a21-866645c469e0,Shopping,Amazon,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
7fe531bf-f10e-42ce-a810-45cad91bb34c,Misc,N/A,99,UNKNOWN,f
ba989763-8b9a-4068-a39b-860e2f8b728c,Groceries,Whole Foods,52,FOOD_AND_DRINK_GROCERIES,f
4bbeddc2-3fe9-41f1-8c7b-15321d6366a9,Gas,Chevron,57,TRANSPORTATION_GAS,f
16c8fbe2-605f-400e-ab3d-cc75423086d6,Groceries,Safeway,52,FOOD_AND_DRINK_GROCERIES,f
7f8ab1fc-9b85-42ad-96f3-5750ace96dfe,Shopping,Walmart,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
7fa42d50-99db-433a-98fe-bb47bd669c6d,Misc,N/A,98,OTHERS,f
de468eee-db0b-4e2e-a489-4d6518876c01,Food,Chick-fil-A,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
72103339-ac73-465a-a265-fcb76b07cef1,Zelle Transfer Out,Zelle Incoming,51,TRANSFER_IN_DEPOSIT,f
6b24176a-3434-48c5-b45b-e1cd07ad4356,Gas,Arco,57,TRANSPORTATION_GAS,f
753dd719-36e9-4172-83fc-bcca193dd420,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
c5828611-4e0f-466a-8197-75a02dd87f6f,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
cd2e7f31-5209-44d1-9422-491858e2259d,Zelle Transfer Out,Zelle Transfer,51,TRANSFER_IN_DEPOSIT,f
7494c7a5-1928-4a25-b349-0846f3d8120e,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
4dae7c55-dd34-4f38-8023-a0c4ac4b46cc,Groceries,Safeway,52,FOOD_AND_DRINK_GROCERIES,f
8b0f738e-6595-41db-ac4e-66701a9ff3c6,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
ee74c8e0-1de5-42a0-8058-0ef98ac56d4c,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
ba8b4c10-268f-477b-86ea-0bb49b8ebe2e,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
cbe2df36-d098-4c0c-a623-2612e1e4bb98,Shopping,Target,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
c498d266-e106-4e9a-b165-aa6a47be268c,Misc,N/A,98,OTHERS,f
a7c0c3a5-33ba-4704-961d-b193e0f64152,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
2c0f91e0-c08b-4b5a-9fb1-1eba2a51f237,Food,Chick-fil-A,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
eef78b5b-96d8-4af0-8772-0303d25135ae,Misc,N/A,99,UNKNOWN,f
5abae454-1477-45a2-9e71-dfda8d139404,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
e591ea58-065e-4cb2-ad01-5e4b5c495430,Groceries,Trader Joe's,52,FOOD_AND_DRINK_GROCERIES,f
88be60c2-38de-4476-80a4-d2c8ebca5d23,Misc,N/A,98,OTHERS,f
9d8a83fc-b201-4d5e-95ea-908d44601cb7,Shopping,Amazon,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
3d3ba0eb-9d53-483e-a967-6b49db6df805,Misc,N/A,99,UNKNOWN,f
725f5d78-f089-48d7-94b2-ea5f439dcc2c,Misc,N/A,98,OTHERS,f
87110a46-2cf1-412d-bd53-2d3357645a3b,Shopping,Costco,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
d49e61e5-ad8f-472d-bada-4500c2d2a754,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
92fec301-8302-4ae5-9a9b-4615247132cb,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
b3e18427-4a53-4c04-bee0-18b2081a9e5d,Groceries,Ralphs,52,FOOD_AND_DRINK_GROCERIES,f
480a5db1-fabf-4552-a00f-3727bd7fd934,Shopping,Walmart,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
d49744fa-917a-4750-bdaf-7012ef4581c9,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
6ecadf9d-e107-4652-a322-177553043cda,Groceries,Safeway,52,FOOD_AND_DRINK_GROCERIES,f
932822ae-32b3-466f-ab70-2b3ffce912da,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
217496db-03fa-47a4-a623-35079446e23d,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
6e193846-bd93-40ca-a52c-14dcebba1c26,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
411e4d13-7a6f-4e2b-ad7e-eab071a0f69c,Gas,Mobil,57,TRANSPORTATION_GAS,f
0e8e21c9-d348-462a-9729-265788c457fc,Shopping,Best Buy,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
56ca47fd-8ec2-4f1e-a6ec-88eb6cabc281,Shopping,Target,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
da531e56-dc0e-408e-88f2-af05bf92b425,Food,Chick-fil-A,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
b93b918f-925e-47b7-8eae-42e844e12dde,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
008dc139-a531-478f-b22f-e4587ad9906d,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
d1b7fef1-e297-4afa-b815-ee55482b5bde,Gas,Arco,57,TRANSPORTATION_GAS,f
65676f4e-19d2-4543-b391-f65b0ee4846e,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
9ec93dba-c095-46c9-8dbb-ab2f588d9959,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
69a996a2-681c-48c4-9483-52fe6f7f4a06,Food,Chick-fil-A,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
664a4183-2695-4a0f-9bb7-e12dbb067150,Gas,Chevron,57,TRANSPORTATION_GAS,f
d37c80e4-f574-4d55-9d16-716dae70124f,Misc,N/A,98,OTHERS,f
c3fe00ef-ee6f-4684-a8f9-0baa865e8eea,Misc,N/A,99,UNKNOWN,f
77e6cd35-6233-4b04-8bcd-6d642878714f,Movies & Leisure,Regal,36,ENTERTAINMENT_TV_AND_MOVIES,f
70853283-c261-40cd-8d26-bd3e5da09572,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
9beeed74-19bd-4b5d-ad62-d7bbead8b18c,Groceries,Safeway,52,FOOD_AND_DRINK_GROCERIES,f
c17a5755-1164-43e5-8bb9-2acdd45b272f,Shopping,Walmart,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
2e3ce1e7-4b7d-4742-9ba8-cafa75216ce1,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
a2849329-d07f-449f-bea9-112c5396a021,Movies & Leisure,Regal,36,ENTERTAINMENT_TV_AND_MOVIES,f
4fe5e334-689c-49e0-b022-40f14624e81c,Groceries,Vons,52,FOOD_AND_DRINK_GROCERIES,f
136c9a25-8283-43a5-aa53-7a714c59fb1b,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
00a806fe-ad37-4c3a-8652-27a93f22be15,Gas,Chevron,57,TRANSPORTATION_GAS,f
3b899723-a323-4ea5-9698-4daca1d848d2,Groceries,Trader Joe's,52,FOOD_AND_DRINK_GROCERIES,f
708caf9e-8f61-46b7-8578-b45c34abdc6f,Zelle Transfer Out,Zelle Transfer,51,TRANSFER_IN_DEPOSIT,f
cb582ca7-a297-4c80-8f09-19fe1a9221cc,Groceries,Whole Foods,52,FOOD_AND_DRINK_GROCERIES,f
9c2b2e58-a597-4991-a9cd-d5c3bffdb19b,Misc,N/A,98,OTHERS,f
db272ccd-e641-442f-8887-4d984ed0e140,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
cddb5a4e-e35c-459b-8949-8a4031081e9f,Groceries,Vons,52,FOOD_AND_DRINK_GROCERIES,f
a1475dc1-cd82-4d66-a6dc-a7dcec992c52,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
21dbc5b1-7c2c-46f6-9a6a-54973847c84c,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
f0195e40-2d23-427c-a31e-b5641364ef95,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
d38aa0ed-c33f-472a-b05d-f8b2ff82b38a,Gas,76,57,TRANSPORTATION_GAS,f
952161c7-e434-4a3c-b3b4-315d56d5151b,Shopping,Amazon,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
1fd49403-74d5-4646-a84e-d6a48e296e9a,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
04d9972e-5d48-40b9-94c6-9eeb311409ea,Movies & Leisure,AMC,36,ENTERTAINMENT_TV_AND_MOVIES,f
c732e094-ff58-48cd-bf3e-a8ffe9b0324e,Gas,Shell,57,TRANSPORTATION_GAS,f
0029286c-47e6-470b-9845-bac217fe41cf,Misc,N/A,98,OTHERS,f
4242e151-cc64-45df-8db6-bf8ab772270e,Movies & Leisure,Cinemark,36,ENTERTAINMENT_TV_AND_MOVIES,f
db73c21a-f767-4ee5-a4dc-bb6810d811e8,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
d98dd30a-8079-463b-b090-07fb7bb34c3b,Groceries,Ralphs,52,FOOD_AND_DRINK_GROCERIES,f
baffc00a-a16b-4749-9b24-cd133da0cbbf,Zelle Transfer Out,Zelle Payment,51,TRANSFER_IN_DEPOSIT,f
55d8d13e-2d35-4345-972e-0d25c38e63c1,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
71dadcba-bbc3-44e9-a927-f20fc5c3e686,Gas,Chevron,57,TRANSPORTATION_GAS,f
cb96b213-7607-40e7-9632-d96af00d0ea0,Gas,Arco,57,TRANSPORTATION_GAS,f
190da14c-b4de-4787-9400-5fa56984c856,Gas,76,57,TRANSPORTATION_GAS,f
b73be707-24f0-4fe8-ac8c-3ea90ce868bd,Movies & Leisure,Hulu,36,ENTERTAINMENT_TV_AND_MOVIES,f
44cfaf6f-ff4a-4ede-b16d-983fe89a17f8,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
0e06e3fb-40d7-4c0a-99b2-1d4f57e6b8a6,Groceries,Trader Joe's,52,FOOD_AND_DRINK_GROCERIES,f
a28e2120-1b92-49f9-8960-5ef18943539b,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
48773188-96f0-472e-a16e-0f7317a2448f,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
9e36dc83-5f33-4a10-8f56-cfb4d5e8d6f1,Groceries,Trader Joe's,52,FOOD_AND_DRINK_GROCERIES,f
4fdfe475-043f-40a5-b237-d5a7cc77f8be,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
057c2759-9bfe-4eba-9713-ef310ce45ef0,Groceries,Whole Foods,52,FOOD_AND_DRINK_GROCERIES,f
f1690fff-a461-4240-b13f-180efee5e132,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
4c22bd05-bbb1-4a5b-b61f-801a581082e7,Groceries,Ralphs,52,FOOD_AND_DRINK_GROCERIES,f
eb8391ab-105b-463a-aa35-5a3687781bfc,Misc,N/A,98,OTHERS,f
df381cca-1ad7-4a0b-a63b-fc4f13467df3,House Maintenance,Local Services,53,HOME_IMPROVEMENT_REPAIR_AND_MAINTENANCE,f
d5bceccb-51db-4e01-9221-ce2d16fa393e,Shopping,Walmart,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
a1cf61af-7a62-48a9-adb9-011ea8b66df5,Misc,N/A,98,OTHERS,f
58912f1b-aab7-40b0-9ae4-be4e45960fb3,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
5c3acd4a-937a-4d02-919a-4208effb29b4,Food,McDonalds,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
587ef1ea-1e91-42af-af94-f05030c99d0f,Movies & Leisure,Netflix,36,ENTERTAINMENT_TV_AND_MOVIES,f
586adc1d-809d-4266-8e04-9ba7ba66968d,Food,Dunkin Donuts,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
7a2400ae-3755-47d2-bc2b-9044ee92fa21,Groceries,Vons,52,FOOD_AND_DRINK_GROCERIES,f
7aa11b17-a4a6-4734-9e01-bdebeda00702,T-Mobile,T-Mobile,64,RENT_AND_UTILITIES_TELEPHONE,f
ca4a5727-8cb8-46a6-90c7-48e56707fca5,Shopping,Target,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,f
0277f3e9-87d1-48cc-99c9-008f4d8e9000,WiFi Bill,Comcast,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,f
118bc19c-e3ab-46be-b78c-faee69da78c5,Electricity Bill,PG&E,67,RENT_AND_UTILITIES_GAS_AND_ELECTRICITY,f
706e8a62-f77b-4055-aa4c-913ce39aebe9,Food,Panera Bread,23,FOOD_AND_DRINK_OTHER_FOOD_AND_DRINK,f
7afee3d0-8e16-4901-9360-6714d16dd15d,Gas,Mobil,57,TRANSPORTATION_GAS,f
88039beb-da9b-4032-b48d-c6a355e17d8e,Groceries,Trader Joe's,52,FOOD_AND_DRINK_GROCERIES,f
50011524-cc76-41a7-9923-071ce6707ee4,Gas,Shell,57,TRANSPORTATION_GAS,f
efd387aa-0043-4455-af15-f8625c640731,Movies & Leisure,Regal,36,ENTERTAINMENT_TV_AND_MOVIES,f
