id,name,merchant_name,amount,transactionDate,category_id,category_text,cat_name,is_income
016b2cd3-4b4d-4b86-9cde-35e1bcc95ed0,Credit Card Payment,Credit Card AutoPay,80.36,2022-12-01 02:00:00-08,33,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS,f
a2af3ad3-311a-4409-93c8-428b8466f7b2,Gas,Arco,42.45,2022-12-04 15:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
7c0a9ed2-9fb6-4c43-9a2a-f341130b96ff,Coffee,Dunkin Donuts,4.53,2022-12-06 17:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
78cfa665-0ce1-4133-be50-eef98a726c60,Groceries,Trader Joe’s,58.29,2022-12-09 10:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
bbf16bd3-6556-496d-9f31-72a68fc75adb,Restaurant,Olive Garden,19.24,2022-12-11 13:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
a88ecd67-4034-4c1f-a4e3-25074a7fcbce,Gas,Chevron,40.18,2022-12-12 11:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
9c973dfd-c3b0-42e4-8682-b87f96ba626c,Bar,Buffalo Wild Wings,22.07,2022-12-13 11:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
35c7b045-156b-461d-88ef-4035549ea54c,Shopping,Walmart,21.51,2022-12-17 13:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
f3442dfd-b8f9-45d6-8a33-317ae12c8025,Groceries,Ralphs,66.21,2022-12-18 20:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
6ae07925-33c9-4b61-8677-66520f29e607,Vehicle Insurance,GEICO,40.17,2022-12-01 15:00:00-08,55,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES,f
cc4c4699-3efa-410a-a60b-0131e4541139,Grocery (Credit Card),Trader Joe’s,9.51,2022-12-02 15:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
af3f64a6-699f-460d-b4ae-86ef92af43de,Coffee,Dunkin Donuts,1.06,2022-12-04 21:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
1a1dfce4-06a4-45b5-bc2b-744340a8b1f8,Mobile Bill,Verizon,14.59,2022-12-06 13:00:00-08,64,RENT_AND_UTILITIES_TELEPHONE,RENT_AND_UTILITIES,f
fd7e6191-7e93-4bda-b735-65000140fe73,Groceries,Safeway,15.86,2022-12-08 12:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
e31b6d0a-1d29-4353-83de-37672f0cd82c,Netflix,Netflix,3.38,2022-12-10 12:00:00-08,36,ENTERTAINMENT_TV_AND_MOVIES,ENTERTAINMENT,f
3bf59b59-300e-4026-9139-d2cbe151e116,Restaurant,Olive Garden,6.98,2022-12-10 14:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
41eec81d-e864-46dd-939f-c01572cc354f,Grocery (Credit Card),Trader Joe’s,4.02,2022-12-10 15:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
b848a0f2-d19d-4c80-a1ce-0fb3e7875e4f,Grocery (Credit Card),Safeway,2.54,2022-12-13 17:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
220b1bae-fcde-4bf0-b355-259d41ffe9bc,WiFi Bill,Comcast,13.19,2022-12-16 13:00:00-08,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,RENT_AND_UTILITIES,f
b9a8fb3d-4bff-4757-8d75-6d30924560b6,Food,Chipotle,1.9,2022-12-16 15:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
8971c2cd-8121-42fc-bbb5-79d8700ade45,Shopping,Walmart,20.93,2022-12-16 15:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
f6a26f4e-e129-4726-9701-7bf69caeabd3,Coffee,Starbucks,1.27,2022-12-17 12:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
619b9d31-10fc-42de-9758-5d57ed8485e6,Gas,Chevron,16.49,2022-12-17 14:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
c094ced0-33b1-446b-b87c-70e3a09ec193,Gas,Shell,13.32,2022-12-17 17:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
9bb99185-e9f0-4c0c-b184-27b21e61836c,Food,Subway,2.54,2022-12-17 20:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
e6fe4842-35fc-4132-b559-54837e7a61d2,Grocery (Credit Card),Safeway,8.03,2022-12-20 17:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
2b301380-7c3b-46f3-a199-808be9c31695,House Rent & Utilities,Property Mgmt,317.14,2022-12-21 19:00:00-08,34,RENT_AND_UTILITIES_RENT,RENT_AND_UTILITIES,f
29c5d536-3724-44da-9cef-4bcc1fea4ae4,Amazon Prime,Amazon Prime,3.17,2022-12-22 14:00:00-08,36,ENTERTAINMENT_TV_AND_MOVIES,ENTERTAINMENT,f
74f32abb-5018-4e9f-9e74-35177819cc3a,Zelle Transfer Out,Venmo,11.84,2022-12-22 14:00:00-08,31,TRANSFER_OUT_ACCOUNT_TRANSFER,TRANSFER_OUT,f
bdc2af71-ea93-45a8-9c0c-8769f1a24c81,Shopping,Best Buy,6.98,2022-12-23 19:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
c63ae46f-ab37-44a0-9b81-01c75cf28fa6,Shopping,Best Buy,12.69,2022-12-24 17:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
5d28b81b-5de8-4b62-a9e6-cdbf367ac3b7,Bar,Applebee’s,5.29,2022-12-25 13:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
d6f087d9-c8e5-4bd5-805c-14fd6c449703,Grocery (Credit Card),Ralphs,9.94,2022-12-25 16:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
2fea3550-9b15-4a76-9e21-fc2e277790ec,Grocery (Credit Card),Vons,2.96,2022-12-25 21:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
80584f0c-5a4a-431b-b030-13dd656045c3,Groceries,Safeway,23.47,2022-12-26 10:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
c1bbe941-1301-4ecf-828b-1958f1e5f70d,Bar,BJ’s,3.38,2022-12-26 21:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
859707c7-1ccf-4c9f-8bb2-be28ee6af496,Food,Panera,3.59,2022-12-26 21:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
25a2d03b-d518-4aff-93c7-9e379ab42ce7,Restaurant,Cheesecake Factory,10.36,2022-12-27 14:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
e4d4950d-90c7-4543-9511-8ccfea0c9125,Bar,Applebee’s,6.77,2022-12-27 15:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
4c9f4b7b-c63a-47e4-b915-7851473e722d,Health Insurance,UnitedHealth,25.37,2022-12-28 11:00:00-08,55,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES,f
0986126b-73ee-4a8b-8ed5-60819ed16089,Bar,BJ’s,7.61,2022-12-28 21:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
696a1a56-60ee-4f6b-8043-da00bb3586d7,Gas,76,13.74,2022-12-30 14:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
8f057239-7eff-4082-9194-e139c18fd24d,Hulu,Hulu,3.17,2022-12-30 16:00:00-08,36,ENTERTAINMENT_TV_AND_MOVIES,ENTERTAINMENT,f
e10092a8-988e-4a2c-b73a-eea5401e23b3,Food,Panera,5.71,2022-12-31 18:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
c6899fa4-eef5-49e4-ac30-018cf2875b46,Credit Card Payment,Credit Card AutoPay,37,2023-01-01 02:00:00-08,33,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS,f
afb5c7c4-6619-4176-a175-c09cd315095a,Groceries,Safeway,17.97,2023-01-01 17:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
67d620bd-cac2-4480-b446-83d999661e6c,Groceries,Ralphs,24.95,2023-01-03 18:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
a801836e-b954-4ff4-8b28-ed13738e7523,Gas,76,13.32,2023-01-09 18:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
9fed6ef9-4bb6-4187-851b-c7e0e7a07efa,Coffee,Starbucks,1.48,2023-01-11 18:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
9113c360-bcf5-437a-8171-37a06426ed3c,Restaurant,Cheesecake Factory,8.03,2023-01-12 11:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
452608d9-cdc9-4dd3-826d-af650fc34e4f,Restaurant,PF Chang’s,4.86,2023-01-13 12:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
dc6f7c05-b96f-428f-8a83-48df95462d5d,Shopping,Walmart,17.55,2023-01-20 12:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
f04902ee-4a29-4b2f-a518-7b161987018c,Coffee,Starbucks,1.9,2023-01-20 18:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
59b53d80-53ae-4fe0-aed2-073555c3690c,Vehicle Insurance,Progressive,38.26,2023-01-02 15:00:00-08,55,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES,f
d8209d4a-448b-4418-bcd9-bd7989e8da3d,Zelle Transfer Out,Venmo,33.63,2023-01-05 20:00:00-08,31,TRANSFER_OUT_ACCOUNT_TRANSFER,TRANSFER_OUT,f
eaab8116-cbbc-4c72-83f4-45156f133c86,Food,Panera,1.61,2023-01-06 10:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
6388d569-990e-42d8-8d19-2821f45124d6,House Rent & Utilities,Apartment Rent,302.07,2023-01-07 18:00:00-08,34,RENT_AND_UTILITIES_RENT,RENT_AND_UTILITIES,f
0b5c306c-f0f5-4da8-90eb-1671f8b16481,Food,Subway,4.03,2023-01-10 17:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
1892e2f8-0d0e-4284-b551-dc4065f40892,Grocery (Credit Card),Safeway,10.07,2023-01-13 11:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
15d9a408-a752-4973-bbbe-d8176b194d7d,Grocery (Credit Card),Ralphs,8.26,2023-01-13 17:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
6bd8ad1a-296b-4d05-a719-8e399f155c3f,WiFi Bill,Comcast,13.83,2023-01-14 19:00:00-08,43,RENT_AND_UTILITIES_INTERNET_AND_CABLE,RENT_AND_UTILITIES,f
8ad2c6d9-9ee2-4920-be22-8e52883a2b8e,Netflix,Netflix,3.22,2023-01-17 10:00:00-08,36,ENTERTAINMENT_TV_AND_MOVIES,ENTERTAINMENT,f
d914de5f-c6a7-4e2e-8bbb-a105820c713e,Grocery (Credit Card),Trader Joe’s,3.02,2023-01-18 11:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
8938c589-3daf-490e-b71b-6d62a3ec280e,Groceries,Safeway,20.54,2023-01-20 19:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
b23af97b-bbba-4b86-8ad2-3e54232bf6b4,Gas,Arco,8.46,2023-01-20 21:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
f45d4d51-adb7-4ab0-8d29-83c51e8100d4,Coffee,Starbucks,1.61,2023-01-21 13:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
6694b514-ea58-45c0-844d-9cdc50b97ac0,Grocery (Credit Card),Safeway,5.24,2023-01-21 14:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
94719dc4-32a5-4616-bc2c-393cf3cde726,Shopping,Best Buy,19.13,2023-01-23 10:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
d70da8af-cc42-4f68-9f15-31b694935146,Health Insurance,Anthem,24.17,2023-01-23 11:00:00-08,55,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES,f
9cd4ff9c-8408-498e-aa66-1a46deea709a,Gas,Arco,8.26,2023-01-23 16:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
614f7bda-1251-4575-9798-b85235be4ce9,Mobile Bill,AT&T,10.21,2023-01-23 20:00:00-08,64,RENT_AND_UTILITIES_TELEPHONE,RENT_AND_UTILITIES,f
3d067181-ee96-4674-a585-4f04db8ae7c9,Amazon Prime,Amazon Prime,3.02,2023-01-24 16:00:00-08,36,ENTERTAINMENT_TV_AND_MOVIES,ENTERTAINMENT,f
138a3d47-496b-4a5b-b982-fd4dede2dbff,Coffee,Dunkin Donuts,1.41,2023-01-25 16:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
3fbd9699-a1b8-4ac9-8aae-392537184c87,Bar,BJ’s,4.23,2023-01-26 17:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
81066ca6-f3bd-4b41-8e93-d6eb3014da9e,Restaurant,Cheesecake Factory,4.43,2023-01-27 16:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
95a88b0a-58ef-4f63-b165-c8831b5fc8af,Restaurant,Olive Garden,7.85,2023-01-27 19:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
3c445a22-aab4-4a1e-b02d-a3c7324a84a0,Shopping,Best Buy,9.46,2023-01-27 20:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
377046d2-1a49-41bb-a3ed-c0c136fe544c,Coffee,Dunkin Donuts,1.41,2023-01-27 20:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
152361e3-375a-4b45-8eac-52590722386f,Grocery (Credit Card),Ralphs,3.83,2023-01-27 20:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
91071d13-cdb0-4ac7-9f5c-4e03c08c035f,Food,Panera,5.44,2023-01-28 10:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
7863d062-f6de-4295-84b2-54ffede94dbf,Groceries,Trader Joe’s,15.51,2023-01-28 16:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
e47b749c-8c3d-41e5-869d-8fe220ac5aa7,Restaurant,PF Chang’s,9.06,2023-01-28 19:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
a68e84c0-6e89-41a8-a5fa-f1686509a058,Bar,BJ’s,6.85,2023-01-29 10:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
9676e44f-2148-4ac1-93b3-9d21da130957,Hulu,Hulu,3.02,2023-01-29 13:00:00-08,36,ENTERTAINMENT_TV_AND_MOVIES,ENTERTAINMENT,f
ea68f628-9528-4a72-b574-bfc10f5ca0f9,Coffee,Starbucks,1.41,2023-01-30 13:00:00-08,24,FOOD_AND_DRINK_COFFEE,FOOD_AND_DRINK,f
1ce88d57-b945-4ff2-ba19-c74a73178e2d,Restaurant,Cheesecake Factory,4.43,2023-01-31 19:00:00-08,20,FOOD_AND_DRINK_RESTAURANT,FOOD_AND_DRINK,f
98440f51-3d51-4ec6-935c-ed757e64c57e,Credit Card Payment,Credit Card AutoPay,30.41,2023-02-01 02:00:00-08,33,LOAN_PAYMENTS_CREDIT_CARD_PAYMENT,LOAN_PAYMENTS,f
ecae0d6e-58b4-4ee2-8512-df3465e32ae7,Gas,Chevron,10.67,2023-02-02 14:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
0a61d3e1-b2d3-47b7-996b-841f599f1e31,Bar,Applebee’s,7.65,2023-02-03 14:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
407f9372-851a-4214-9ca5-203073ef7fa9,Food,Chipotle,4.23,2023-02-04 15:00:00-08,22,FOOD_AND_DRINK_FAST_FOOD,FOOD_AND_DRINK,f
6a6d2926-8ab7-4c7e-adaf-996e4e2adc48,Shopping,Target,13.49,2023-02-04 19:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
130d0a9b-741e-421d-aa0e-38059c7306d1,Shopping,Best Buy,6.04,2023-02-06 15:00:00-08,74,GENERAL_MERCHANDISE_CLOTHING_AND_ACCESSORIES,GENERAL_MERCHANDISE,f
da281ec2-3eef-4353-bd01-b1909508df27,Groceries,Ralphs,9.87,2023-02-07 18:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
035aec21-713e-4d9f-b06a-7540309c7dbf,Groceries,Vons,17.92,2023-02-09 10:00:00-08,52,FOOD_AND_DRINK_GROCERIES,FOOD_AND_DRINK,f
7dec7a46-c8ed-44a8-b233-e9144f81ab46,Gas,Shell,14.1,2023-02-09 18:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
50808693-3188-4163-ba18-724c181f153e,Bar,BJ’s,7.65,2023-02-14 21:00:00-08,21,FOOD_AND_DRINK_BEER_WINE_AND_LIQUOR,FOOD_AND_DRINK,f
efdd5c25-474a-4aff-a955-6d912d398c92,House Rent & Utilities,Apartment Rent,294.24,2023-02-02 14:00:00-08,34,RENT_AND_UTILITIES_RENT,RENT_AND_UTILITIES,f
aae337c7-a5c9-4e53-9d71-2bfa4c0533b8,Amazon Prime,Amazon Prime,2.94,2023-02-02 15:00:00-08,36,ENTERTAINMENT_TV_AND_MOVIES,ENTERTAINMENT,f
8d9fd760-594e-47df-b26f-90584b72d5d9,Gas,Arco,12.16,2023-02-02 15:00:00-08,57,TRANSPORTATION_GAS,TRANSPORTATION,f
c46f1fdc-62ed-4376-8430-cac7493c2ece,Zelle Transfer Out,Venmo,16.48,2023-02-02 21:00:00-08,31,TRANSFER_OUT_ACCOUNT_TRANSFER,TRANSFER_OUT,f
a23f0538-c2bb-404c-9339-72ac40d14c61,Vehicle Insurance,Progressive,37.27,2023-02-05 17:00:00-08,55,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES,f
fe6db65f-e513-4a54-9002-4c6973a35aa0,Health Insurance,UnitedHealth,23.54,2023-02-05 19:00:00-08,55,GENERAL_SERVICES_INSURANCE,GENERAL_SERVICES,f
